ID#,APN,Street Address,Auction Type,City,Postal Code,Tax Rate Area,Land Value,Improvements,Total Assessed Value,Assessed Value Year,Property Description,Timeshare Association,Your Max Bid,Opening Bid,Best Bid,Status,Close(PDT),Canceled
0092,1882313700,MILLER RD VALLEY CENTER CA,Unimproved property,VALLEY CENTER,92082,94075," $ 113,217.00 ",   - ," $ 113,217.00 ",2025,(EX ST)PAR B PER DOC15-0541383 IN PAR 2,,   - ," $ 165,000.00 ",   - , - ,03/17/2026 08:00:00,
0098,1980932000,BORREGO SPRINGS RD BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58019," $ 9,100.00 ",   - ," $ 9,100.00 ",2025,LOT 10,,   - ," $ 2,400.00 ",   - , - ,03/17/2026 08:00:00,
0099,1980932100,BORREGO SPRINGS RD BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58019," $ 9,100.00 ",   - ," $ 9,100.00 ",2025,LOT 11,,   - ," $ 2,400.00 ",   - , - ,03/17/2026 08:00:00,
0100,1980932200,FRYING PAN RD BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58019," $ 5,056.00 ",   - ," $ 5,056.00 ",2025,LOT 65,,   - ," $ 2,000.00 ",   - , - ,03/17/2026 08:00:00,
0101,1982304000,BORREGO SPRINGS CA,Unimproved property,BORREGO SPRINGS,92044,58019," $ 3,658.00 ",   - ," $ 3,658.00 ",2025,LOT 40,,   - ," $ 1,900.00 ",   - , - ,03/17/2026 08:00:00,
0102,1982304301,FRYING PAN RD BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58019," $ 4,163.00 ",   - ," $ 4,163.00 ",2025,1/3 INT IN LOT 43,,   - ," $ 1,900.00 ",   - , - ,03/17/2026 08:00:00,REDEEMED
0103,1982422300,DOUBLE O RD BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58019," $ 13,000.00 ", $ 500.00 ," $ 13,500.00 ",2025,LOT 98,,   - ," $ 1,900.00 ",   - , - ,03/17/2026 08:00:00,WITHDRAWN
0106,1982620400,BORREGO SPRINGS CA,Unimproved property,BORREGO SPRINGS,92044,58019," $ 4,355.00 ",   - ," $ 4,355.00 ",2025,LOT 112,,   - ," $ 1,900.00 ",   - , - ,03/17/2026 08:00:00,
0108,1983511900,BORREGO SPRINGS CA,Unimproved property,BORREGO SPRINGS,92044,58019," $ 3,434.00 ",   - ," $ 3,434.00 ",2025,LOT 212,,   - ," $ 1,800.00 ",   - , - ,03/17/2026 08:00:00,
0111,1991400200,DI GIORGIO RD BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58020," $ 19,355.00 ",   - ," $ 19,355.00 ",2025,S 1/2 OF NW 1/4 OF NW 1/4 OF SW 1/4 PER ROS 2748 SEC 16-11-6E,,   - ," $ 5,400.00 ",   - , - ,03/17/2026 08:00:00,
0115,2011201400,BORREGO SPRINGS RD BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58006," $ 5,539.00 ",   - ," $ 5,539.00 ",2025,W 1/2 OF SW 1/4 OF NE 1/4 SEC 15-11-7E,,   - ," $ 2,200.00 ",   - , - ,03/17/2026 08:00:00,WITHDRAWN
0120,2121920100,CARLSBAD CA,Unimproved property,CARLSBAD,92011,09150," $ 88,548.00 ",   - ," $ 88,548.00 ",2025,ST CLSD& LOT 110,,   - ," $ 14,900.00 ",   - , - ,03/17/2026 08:00:00,
0127,2193050100,HIGHWAY 78 SAN MARCOS CA 92069,Unimproved property,SAN MARCOS,92069,13046, $ 474.00 ,   - , $ 474.00 ,2025,(EX MP7359)ALL SELY OF NELY PROL OF SELY L1 OF LOT 21 IN LOT A,,   - ," $ 1,300.00 ",   - , - ,03/17/2026 08:00:00,WITHDRAWN
0134,2258002300,KENNEDY CT ESCONDIDO CA 92027,Unimproved property,ESCONDIDO,92027,04252,   - ,   - ,   - ,2025,LOT A,,   - ," $ 1,200.00 ",   - , - ,03/17/2026 08:00:00,
0141,2381522600,S ESCONDIDO BLVD,Unimproved property,ESCONDIDO,92036,04225," $ 12,730.00 ",   - ," $ 12,730.00 ",2025,COMMON AREA LOT 1,,   - ," $ 2,600.00 ",   - , - ,03/17/2026 08:00:00,
0144,2532922000,MAIN ST BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58002," $ 3,329.00 ",   - ," $ 3,329.00 ",2025,LOT 12 BLK 62,,   - ," $ 1,500.00 ",   - , - ,03/17/2026 08:15:00,REDEEMED
0145,2533141900,10TH ST BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58002, $ 199.00 ,   - , $ 199.00 ,2025,LOT 1 BLK 87,,   - ," $ 1,200.00 ",   - , - ,03/17/2026 08:15:00,
0146,2533905300,SPLIT MOUNTAIN RD BORREGO SPRINGS CA 92004,Unimproved property,BORREGO SPRINGS,92004,58008," $ 1,118.00 ",   - ," $ 1,118.00 ",2025,POR SEC 35-12-8E,,   - ," $ 1,300.00 ",   - , - ,03/17/2026 08:15:00,
0203,2771500100,EAGLES CREST RD RAMONA CA 92065,Unimproved property,RAMONA,92065,78008," $ 812,407.00 ",   - ," $ 812,407.00 ",2025,DOC79-99422 IN NWQ SEC 15-13-1W&IN NEQ SEC 16-13-1W,,   - ," $ 52,000.00 ",   - , - ,03/17/2026 08:15:00,
0206,2820400700,DURGIN ST RAMONA CA 92065,Unimproved property,RAMONA,92065,65045," $ 37,676.00 ",   - ," $ 37,676.00 ",2025,POR SEC 20-13-1E,,   - ," $ 5,700.00 ",   - , - ,03/17/2026 08:15:00,REDEEMED
0210,2912420800,MANZANITA DR JULIAN CA,Unimproved property,JULIAN,92036,81013," $ 13,878.00 ",   - ," $ 13,878.00 ",2025,LOT 62 BLK 31,,   - ," $ 2,000.00 ",   - , - ,03/17/2026 08:15:00,
0212,2930931600,MILE HIGH RD JULIAN CA,Unimproved property,JULIAN,92036,81027," $ 5,202.00 ",   - ," $ 5,202.00 ",2025,N 40 OF S 1540 FT OF W 82.5 OF E 412.5 FT OF SEQ SEC 21-13-4E,,   - ," $ 1,400.00 ",   - , - ,03/17/2026 08:15:00,
0213,2931023500,IRON SPRINGS PL JULIAN CA,Unimproved property,JULIAN,92036,81027," $ 1,514.00 ",   - ," $ 1,514.00 ",2025,N 40 OF S 1000 FT OF W 82.5 OF E 2227.5 FT OF SEQ SEC 21-13-4E,,   - ," $ 1,300.00 ",   - , - ,03/17/2026 08:15:00,
0214,2931140400,MILE HI RD JULIAN CA 92036,Unimproved property,JULIAN,92036,81027," $ 3,566.00 ",   - ," $ 3,566.00 ",2025,N 40 OF S 1240 FT OF W 82.5 OF E 1072.5 FT OF SEQ SEC 21-13-4E,,   - ," $ 1,600.00 ",   - , - ,03/17/2026 08:15:00,
0215,2931142400,TWIN OAKS JULIAN CA 92036,Unimproved property,JULIAN,92036,81027," $ 5,239.00 ",   - ," $ 5,239.00 ",2025,N 120 OF S 1320 FT OF W 82.5 OF E 990 FT OF SEQ SEC 21-13-4E,,   - ," $ 1,900.00 ",   - , - ,03/17/2026 08:15:00,
0216,2931211800,MILE HI RD JULIAN CA 92036,Unimproved property,JULIAN,92036,81027," $ 2,786.00 ",   - ," $ 2,786.00 ",2025,N 100 OF S 1300 FT OF W 82.5 OF E 825 FT OF SEQ SEC 21-13-4E,,   - ," $ 1,600.00 ",   - , - ,03/17/2026 08:15:00,
0217,2931220400,MILE HI RD JULIAN CA,Unimproved property,JULIAN,92036,81027," $ 7,434.00 ",   - ," $ 7,434.00 ",2025,N 80 OF S 1120 FT OF W 82.5 OF E 660 FT OF SEQ SEC 21-13-4E,,   - ," $ 2,000.00 ",   - , - ,03/17/2026 08:15:00,
0218,2931220600,MILE HI RD JULIAN CA,Unimproved property,JULIAN,92036,81027," $ 3,279.00 ",   - ," $ 3,279.00 ",2025,N 40 OF S 960 FT OF 82.5 OF E 660 FT OF SEQ SEC 21-13-4E,,   - ," $ 1,500.00 ",   - , - ,03/17/2026 08:15:00,
0219,2931220700,MILE HI RD JULIAN CA,Unimproved property,JULIAN,92036,81027," $ 3,279.00 ",   - ," $ 3,279.00 ",2025,N 40 OF S 920 FT OF W 82.5 OF E 660 FT OF SEQ SEC 21-13-4E,,   - ," $ 1,500.00 ",   - , - ,03/17/2026 08:15:00,
0222,2952104600,WINDFALL TRL JULIAN CA 92036,Unimproved property,JULIAN,92036,81001," $ 25,939.00 ",   - ," $ 25,939.00 ",2025,LOT 197,,   - ," $ 4,000.00 ",   - , - ,03/17/2026 08:15:00,
0223,2952104700,WINDFALL TRL JULIAN CA 92036,Unimproved property,JULIAN,92036,81001," $ 26,426.00 ",   - ," $ 26,426.00 ",2025,LOT 196,,   - ," $ 4,000.00 ",   - , - ,03/17/2026 08:15:00,
0224,2952540900,LAST DOLLAR TRL JULIAN CA 92036,Unimproved property,JULIAN,92036,81001," $ 32,829.00 ",   - ," $ 32,829.00 ",2025,LOT 367,,   - ," $ 5,000.00 ",   - , - ,03/17/2026 08:15:00,
0227,2990210200,DEL MAR CA,Unimproved property,DEL MAR,92014,11001, $ 657.00 ,   - , $ 657.00 ,2025,POR SEC 11-14-4W,,   - ," $ 1,600.00 ",   - , - ,03/17/2026 08:15:00,
0229,3000200500,CAMINO DEL MAR DEL MAR CA 92014,Unimproved property,DEL MAR,92014,11001," $ 122,651.00 ",   - ," $ 122,651.00 ",2025,LOT 840,,   - ," $ 13,900.00 ",   - , - ,03/17/2026 08:15:00,REDEEMED
0230,3010812500,DEL MAR CA,Unimproved property,DEL MAR,92014,08145," $ 1,118.00 ",   - ," $ 1,118.00 ",2025,/EXC RD/ LOT 1 SEC 26-14-4W,,   - ," $ 1,500.00 ",   - , - ,03/17/2026 08:15:00,
0245,3210805100,VALI HAI RD POWAY CA 92064,Unimproved property,POWAY,92064,17059," $ 322,753.00 ",   - ," $ 322,753.00 ",2025,DOC00-016328 IN LOT 2 SEC 5-14-1W&IN PAR 4,,   - ," $ 55,800.00 ",   - , - ,03/17/2026 08:15:00,
0267,3823103500,WOODSIDE TER SANTEE CA 92071,Unimproved property,SANTEE,92071,16007," $ 1,096.00 ",   - ," $ 1,096.00 ",2025,ALL LY NLY OF DOC62-148202&SLY OF DOC59-102575 IN LOT 1 BLK 6,,   - ," $ 1,500.00 ",   - , - ,03/17/2026 08:15:00,WITHDRAWN
0275,3991601200,SILVERBROOK DR EL CAJON CA 92019-1494,Unimproved property,EL CAJON,92019,51063," $ 40,185.00 ",   - ," $ 40,185.00 ",2025,LOT 13 BLK D\,,   - ," $ 6,200.00 ",   - , - ,03/17/2026 08:15:00,
0276,3993802300,147 HARBISON CANYON RD EL CAJON CA 92019-1520,Unimproved property,EL CAJON,92019,51063," $ 51,627.00 ",   - ," $ 51,627.00 ",2025,PAR B OF DOC05-0737060 IN LOTS 9&10& LOT 11 BLK 6,,   - ," $ 8,200.00 ",   - , - ,03/17/2026 08:15:00,
0283,4031400202,ALPINE CA,Unimproved property,ALPINE,91901,51012, $ 430.00 ,   - , $ 430.00 ,2025,1/2 INT IN POR SW 1/4 OF NW 1/4 SEC 27-15-2E,,   - ," $ 1,300.00 ",   - , - ,03/17/2026 08:15:00,REDEEMED
0295,4303002000,JULY ST SAN DIEGO CA 92110,Unimproved property,SAN DIEGO,92110,08001," $ 9,479.00 ",   - ," $ 9,479.00 ",2025,/EXC WLY 140 FT MA SLY LI OF LOTS 1 & 2/ LOTS 1 & 2 BLK J,,   - ," $ 2,600.00 ",   - , - ,03/17/2026 08:30:00,
0299,4395321400,WILSHIRE DR SAN DIEGO CA 92116,Unimproved property,SAN DIEGO,92116,08001, $ 540.00 ,   - , $ 540.00 ,2025,(EX D88-218255)ALL LY S OF SE PROL OF NE LI OF LOT Q IN LOT P,,   - ," $ 1,300.00 ",   - , - ,03/17/2026 08:30:00,
0304,4510722100,BUSH ST SAN DIEGO CA,Unimproved property,SAN DIEGO,92103,08001," $ 910,261.00 ",   - ," $ 910,261.00 ",2025,ST CLSD ADJ & POR LOTS 35 THRU 38 BLK 483,,   - ," $ 144,200.00 ",   - , - ,03/17/2026 08:30:00,
0305,4510722200,BUSH ST SAN DIEGO CA,Unimproved property,SAN DIEGO,92103,08001," $ 113,781.00 ",   - ," $ 113,781.00 ",2025,E 1/2 & S 1/4 OF W 1/2 P L 1122 N 36.50 FT LOTS 35 & 36 BLK 483,,   - ," $ 16,000.00 ",   - , - ,03/17/2026 08:30:00,
0331,4906312700,CASE ST LA MESA CA 91942,Unimproved property,LA MESA,91942,05011," $ 1,069,557.00 ",   - ," $ 1,069,557.00 ",2025,POR LOTS 12 & 13,,   - ," $ 64,000.00 ",   - , - ,03/17/2026 08:30:00,WITHDRAWN
0344,5211202900,18772 LAWSON HILLS RD JAMUL CA 91935-2605,Unimproved property,JAMUL,91935,79011," $ 154,522.00 ",   - ," $ 154,522.00 ",2025,W H OF NWQ OF SWQ OF SEQ SEC 23-16-2E,,   - ," $ 20,300.00 ",   - , - ,03/17/2026 08:30:00,
0345,5221604300,FOREST PARK RD JAMUL CA 91935,Unimproved property,JAMUL,91935,79011," $ 56,889.00 ",   - ," $ 56,889.00 ",2025,PAR 3,,   - ," $ 7,700.00 ",   - , - ,03/17/2026 08:30:00,
0347,5240400200,JAPATUL RD ALPINE CA 91901,Unimproved property,ALPINE,91901,51001," $ 140,670.00 ",   - ," $ 140,670.00 ",2025,NW 1/4 OF NE 1/4 IN SEC 22-16-3E,,   - ," $ 15,800.00 ",   - , - ,03/17/2026 08:30:00,REDEEMED
0348,5240400300,JAPATUL RD ALPINE CA 91901,Unimproved property,ALPINE,91901,51062," $ 223,786.00 ",   - ," $ 223,786.00 ",2025,N 1/2 OF NW 1/4 IN SEC 22-16-3E,,   - ," $ 24,500.00 ",   - , - ,03/17/2026 08:30:00,REDEEMED
0363,5461000500,J ST,Unimproved property,SAN DIEGO,92102,08200," $ 796,478.00 ",   - ," $ 796,478.00 ",2025,W 440 FT OF E 1000 FT N OF RR R/W /EXC ST/ IN S 1/2 LOT 37,,   - ," $ 103,900.00 ",   - , - ,03/17/2026 08:30:00,
0364,5461913100,SAN DIEGO CA,Unimproved property,SAN DIEGO,92103,08001," $ 1,666.00 ",   - ," $ 1,666.00 ",2025,(EX N 45 FT) LOT 7 BLK A,,   - ," $ 1,600.00 ",   - , - ,03/17/2026 08:30:00,
0374,5564732000,C AVE NATIONAL CITY CA 91950,Unimproved property,NATIONAL CITY,91950,06045," $ 546,601.00 ",   - ," $ 546,601.00 ",2025,LOTS 11 THRU 13 IN SUB OF LOT 1 QSEC 154 MP166 IN BLK 3,,   - ," $ 72,400.00 ",   - , - ,03/17/2026 08:30:00,REDEEMED
0375,5583202100,RACHAEL AVE NATIONAL CITY CA 91950,Unimproved property,NATIONAL CITY,91950,06000," $ 317,920.00 ",   - ," $ 317,920.00 ",2025,LOT 382,,   - ," $ 38,700.00 ",   - , - ,03/17/2026 08:30:00,REDEEMED
0377,5630401500,NATIONAL CITY CA,Unimproved property,NATIONAL CITY,91950,06045," $ 1,969.00 ",   - ," $ 1,969.00 ",2025,(EX DOC67-21165&81-144003&82-77886)DOC48-83961 IN LOT 1 QSEC 134,,   - ," $ 1,600.00 ",   - , - ,03/17/2026 08:30:00,WITHDRAWN
0380,5780416300,9021 LANGDON LN SPRING VALLEY CA 91977-3651,Unimproved property,SPRING VALLEY,91977,83072," $ 119,664.00 ",   - ," $ 119,664.00 ",2025,PAR 3,,   - ," $ 22,300.00 ",   - , - ,03/17/2026 08:30:00,WITHDRAWN
0397,5900121700,DOLAN PL BONITA CA 91902,Unimproved property,BONITA,91902,63035," $ 30,620.00 ",   - ," $ 30,620.00 ",2025,POR OF QSEC 30& SEC 31\,,   - ," $ 4,500.00 ",   - , - ,03/17/2026 08:30:00,WITHDRAWN
0427,6091010500,BOULEVARD CA,Unimproved property,BOULEVARD,91905,91075," $ 1,352.00 ",   - ," $ 1,352.00 ",2025,POR OF SEC 13&OF SEC 14-17-6E,,   - ," $ 1,300.00 ",   - , - ,03/17/2026 08:30:00,
0428,6091012700,BOULEVARD CA,Unimproved property,BOULEVARD,91905,91075," $ 1,352.00 ",   - ," $ 1,352.00 ",2025,POR OF SEC 14&OF SEC 13-17-6E,,   - ," $ 1,300.00 ",   - , - ,03/17/2026 08:30:00,
0429,6091724800,TIERRA HEIGHTS RD BOULEVARD CA 91905,Unimproved property,BOULEVARD,91905,91051," $ 73,651.00 ",   - ," $ 73,651.00 ",2025,LOT 10 SEC 24-17-6E,,   - ," $ 9,500.00 ",   - , - ,03/17/2026 08:30:00,
0449,6453900300,OCEAN VIEW HILLS PKWY SAN DIEGO CA 92154,Unimproved property,SAN DIEGO,92154,08070," $ 2,952,842.00 ",   - ," $ 2,952,842.00 ",2025,LOT 3,,   - ," $ 428,100.00 ",   - , - ,03/17/2026 08:30:00,REDEEMED
0452,6520601100,HIGHWAY 94 POTRERO CA 91963,Unimproved property,POTRERO,91963,91045," $ 45,510.00 ",   - ," $ 45,510.00 ",2025,NW 1/4 OF SE 1/4 OF SEC 13-18-3E,,   - ," $ 6,400.00 ",   - , - ,03/17/2026 08:30:00,
0455,6601202600,RAILROAD ST JACUMBA CA 91934,Unimproved property,JACUMBA,91934,91064," $ 2,773.00 ",   - ," $ 2,773.00 ",2025,PAR 2 PER DOC86-371683 IN LOT 8 SEC 8-18-8E,,   - ," $ 1,500.00 ",   - , - ,03/17/2026 08:30:00,WITHDRAWN
0457,6661300400,SAN YSIDRO CA,Unimproved property,SAN YSIDRO,92173,08075," $ 1,365,393.00 ",   - ," $ 1,365,393.00 ",2025,N 361.5 FT OF E 361.5 FT OF NW 1/4 OF NE 1/4 SEC 1-19-2W,,   - ," $ 218,600.00 ",   - , - ,03/17/2026 08:30:00,
0458,6661300500,SAN YSIDRO CA,Unimproved property,SAN YSIDRO,92173,08075," $ 170,671.00 ",   - ," $ 170,671.00 ",2025,POR SEC 1-19-2W,,   - ," $ 28,100.00 ",   - , - ,03/17/2026 08:30:00,
0459,6661300600,SAN YSIDRO CA,Unimproved property,SAN YSIDRO,92173,08075," $ 910,261.00 ",   - ," $ 910,261.00 ",2025,POR SEC 1-19-2W,,   - ," $ 145,000.00 ",   - , - ,03/17/2026 08:30:00,
0460,6661300700,SAN YSIDRO CA,Unimproved property,SAN YSIDRO,92173,08075," $ 910,261.00 ",   - ," $ 910,261.00 ",2025,S 1/2 OF W 1/4 OF N 1/2 OF NE 1/4 OF NE 1/4 IN SEC 1-19-2W,,   - ," $ 144,300.00 ",   - , - ,03/17/2026 08:45:00,
0461,6661300800,SAN YSIDRO CA,Unimproved property,SAN YSIDRO,92173,08075," $ 56,889.00 ",   - ," $ 56,889.00 ",2025,POR SEC 1-19-2W,,   - ," $ 10,300.00 ",   - , - ,03/17/2026 08:45:00,
0462,6661300900,SAN YSIDRO CA,Unimproved property,SAN YSIDRO,92173,08075," $ 6,826,975.00 ",   - ," $ 6,826,975.00 ",2025,POR SEC 1-19-2W,,   - ," $ 1,083,500.00 ",   - , - ,03/17/2026 08:45:00,
0469,6780210200,DEL DIOS HWY RANCHO SANTA FE CA 92067,Unimproved property,RANCHO SANTA FE,92067,74006," $ 15,954.00 ",   - ," $ 15,954.00 ",2025,LY NWLY OF RS 476 IN LOT 3 SEC 18-13-2W,,   - ," $ 4,700.00 ",   - , - ,03/17/2026 08:45:00,WITHDRAWN
2000,1431721230,904 NORTH STRAND OCEANSIDE CA 92054-1932,Timeshare Property,OCEANSIDE,92054,07095," $ 2,000.00 "," $ 1,000.00 "," $ 3,000.00 ",2025,CH1230 TIMESHARE 7 DAYS USE PERIOD PER DOC84-452259 IN LOT 1,Blue Whale Timeshare Association,   - ," $ 1,600.00 ",   - , - ,03/18/2026 08:00:00,
2001,1472641737,121 S PACIFIC ST OCEANSIDE CA 92054-2917,Timeshare Property,OCEANSIDE,92054,07095," $ 3,547.00 "," $ 2,363.00 "," $ 5,910.00 ",2025,US206TIMESHARE USE PERIOD 37DOC85-484667&UND INT IN LOT 1,Southern Cal Beach Club,   - ," $ 1,600.00 ",   - , - ,03/18/2026 08:00:00,
2002,1472642220,121 S PACIFIC ST OCEANSIDE CA 92054-2917,Timeshare Property,OCEANSIDE,92054,07095," $ 4,943.00 "," $ 1,011.00 "," $ 5,954.00 ",2025,US211TIMESHARE USE PERIOD 20DOC85-484667&UND INT IN LOT 1,Southern Cal Beach Club,   - ," $ 1,900.00 ",   - , - ,03/18/2026 08:00:00,
2003,1472642516,121 S PACIFIC ST OCEANSIDE CA 92054-2917,Timeshare Property,OCEANSIDE,92054,07095," $ 2,841.00 "," $ 1,931.00 "," $ 4,772.00 ",2025,US214TIMESHARE USE PERIOD 16DOC85-484667&UND INT IN LOT 1,Southern Cal Beach Club,   - ," $ 1,800.00 ",   - , - ,03/18/2026 08:00:00,
2004,1472642540,121 S PACIFIC ST OCEANSIDE CA 92054-2917,Timeshare Property,OCEANSIDE,92054,07095," $ 2,316.00 "," $ 2,316.00 "," $ 4,632.00 ",2025,US214TIMESHARE USE PERIOD 40DOC85-484667&UND INT IN LOT 1,Southern Cal Beach Club,   - ," $ 1,800.00 ",   - , - ,03/18/2026 08:00:00,
2005,1472643807,121 S PACIFIC ST OCEANSIDE CA 92054-2917,Timeshare Property,OCEANSIDE,92054,07095," $ 3,509.00 "," $ 1,011.00 "," $ 4,520.00 ",2025,US311TIMESHARE USE PERIOD 07DOC85-484667&UND INT IN LOT 1,Southern Cal Beach Club,   - ," $ 1,800.00 ",   - , - ,03/18/2026 08:00:00,
2006,1472644217,121 S PACIFIC ST OCEANSIDE CA 92054-2917,Timeshare Property,OCEANSIDE,92054,07095," $ 2,229.00 "," $ 1,558.00 "," $ 3,787.00 ",2025,US315TIMESHARE USE PERIOD 17DOC85-484667&UND INT IN LOT 1,Southern Cal Beach Club,   - ," $ 1,700.00 ",   - , - ,03/18/2026 08:00:00,
2007,1472644917,121 S PACIFIC ST OCEANSIDE CA 92054-2917,Timeshare Property,OCEANSIDE,92054,07095," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US407TIMESHARE USE PERIOD 17DOC85-484667&UND INT IN LOT 1,Southern Cal Beach Club,   - ," $ 1,900.00 ",   - , - ,03/18/2026 08:00:00,
2008,1472645036,121 S PACIFIC ST OCEANSIDE CA 92054-2917,Timeshare Property,OCEANSIDE,92054,07095," $ 3,478.00 "," $ 2,316.00 "," $ 5,794.00 ",2025,US408TIMESHARE USE PERIOD 36DOC85-484667 INT IN LOT 1,Southern Cal Beach Club,   - ," $ 1,900.00 ",   - , - ,03/18/2026 08:00:00,REDEEMED
2009,1502640137,MYERS ST OCEANSIDE CA 92054,Timeshare Property,OCEANSIDE,92054,07095, $ 720.00 , $ 480.00 ," $ 1,200.00 ",2025,US01137EXCV USE 1BDRM TYPE UNIT DURING HIGH SEASON&UND INT LOT 1,Aquamarine Villas,   - ," $ 1,800.00 ",   - , - ,03/18/2026 08:00:00,
2010,1502640342,MYERS ST OCEANSIDE CA 92054,Timeshare Property,OCEANSIDE,92054,07095, $ 720.00 , $ 480.00 ," $ 1,200.00 ",2025,US03142EXCV USE 1BDRM TYPE UNIT DURING HIGH SEASON&UND IN LOT 1,Aquamarine Villas,   - ," $ 1,700.00 ",   - , - ,03/18/2026 08:00:00,
2011,1502640445,MYERS ST OCEANSIDE CA 92054,Timeshare Property,OCEANSIDE,92054,07095, $ 418.00 ," $ 1,072.00 "," $ 1,490.00 ",2025,US04145EXCV USE 1BDRM TYPE UNIT DURING HIGH SEASON&UND INT LOT 1,Aquamarine Villas,   - ," $ 1,400.00 ",   - , - ,03/18/2026 08:00:00,
2012,1502640702,MYERS ST OCEANSIDE CA 92054,Timeshare Property,OCEANSIDE,92054,07095, $ 720.00 , $ 480.00 ," $ 1,200.00 ",2025,US07102EXCV USE 1BDRM UNIT DURING SWING SEASON&UND INT IN LOT 1,Aquamarine Villas,   - ," $ 1,600.00 ",   - , - ,03/18/2026 08:00:00,
2013,1502640732,MYERS ST OCEANSIDE CA 92054,Timeshare Property,OCEANSIDE,92054,07095, $ 680.00 , $ 452.00 ," $ 1,132.00 ",2025,US07132EXCV USE 1BDRM TYPE UNIT DURING HIGH SEASON&UND INT LOT 1,Aquamarine Villas,   - ," $ 1,400.00 ",   - , - ,03/18/2026 08:00:00,
2015,1502640944,MYERS ST OCEANSIDE CA 92054,Timeshare Property,OCEANSIDE,92054,07095, $ 720.00 , $ 480.00 ," $ 1,200.00 ",2025,US09144EXCV USE 1BDRM TYPE UNIT DURING HIGH SEASON&UND INT LOT 1,Aquamarine Villas,   - ," $ 1,700.00 ",   - , - ,03/18/2026 08:00:00,
2016,1502642139,MYERS ST OCEANSIDE CA 92054,Timeshare Property,OCEANSIDE,92054,07095, $ 720.00 , $ 480.00 ," $ 1,200.00 ",2025,US21139EXCV USE 1BDRM TYPE UNIT DURING HIGH SEASON&UND INT LOT 1,Aquamarine Villas,   - ," $ 1,800.00 ",   - , - ,03/18/2026 08:00:00,REDEEMED
2018,1502642533,MYERS ST OCEANSIDE CA 92054,Timeshare Property,OCEANSIDE,92054,07095, $ 720.00 , $ 480.00 ," $ 1,200.00 ",2025,US25133EXCV USE 1BDRM TYPE UNIT DURING HIGH SEASON&UND INT LOT 1,Aquamarine Villas,   - ," $ 1,700.00 ",   - , - ,03/18/2026 08:00:00,
2019,1853650237,8860 LAWRENCE WELK DR ESCONDIDO CA 92026-6403,Timeshare Property,ESCONDIDO,92026,94105," $ 1,836.00 "," $ 1,224.00 "," $ 3,060.00 ",2025,US 2 TIMESHARE USE PERIOD 37PER DOC84-355509&UND INT IN LOT 1,Lawrence Welk Ctr San Diego,   - ," $ 1,800.00 ",   - , - ,03/18/2026 08:00:00,
2020,1853652451,8860 LAWRENCE WELK DR ESCONDIDO CA 92026-6403,Timeshare Property,ESCONDIDO,92026,94105," $ 1,060.00 ", $ 706.00 ," $ 1,766.00 ",2025,US 24TIMESHARE USE PERIOD 51PER DOC84-355509&UND INT IN LOT 1,Lawrence Welk Ctr San Diego,   - ," $ 2,000.00 ",   - , - ,03/18/2026 08:00:00,
2021,1853655830,8856 LAWRENCE WELK DR ESCONDIDO CA 92026-6403,Timeshare Property,ESCONDIDO,92026,94105," $ 1,836.00 "," $ 1,224.00 "," $ 3,060.00 ",2025,US 58TIMESHARE USE PERIOD 30PER DOC86-090941&INT IN LOT 4,Lawrence Welk Ctr San Diego,   - ," $ 1,800.00 ",   - , - ,03/18/2026 08:00:00,
2022,1853662140,8856 LAWRENCE WELK DR ESCONDIDO CA 92026-6403,Timeshare Property,ESCONDIDO,92026,94105," $ 1,400.00 ", $ 800.00 ," $ 2,200.00 ",2025,US 89TIMESHARE USE PERIOD 40DOC86-494537&INT IN LOTS 5- LOT 7,Lawrence Welk Ctr San Diego,   - ," $ 1,800.00 ",   - , - ,03/18/2026 08:00:00,
2023,1853680129,8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403,Timeshare Property,ESCONDIDO,92026,94105," $ 1,485.00 ", $ 848.00 ," $ 2,333.00 ",2025,US277TIMESHARE USE PERIOD 29D88-546410&INT IN LOT 17&IN LOT 18,Lawrence Welk Ctr San Diego,   - ," $ 1,700.00 ",   - , - ,03/18/2026 08:00:00,
2024,1853680631,8858 LAWRENCE WELK DR ESCONDIDO CA 92026-6403,Timeshare Property,ESCONDIDO,92026,94105," $ 1,400.00 ", $ 800.00 ," $ 2,200.00 ",2025,US282TIMESHARE USE PERIOD 31D88-546410&INT IN LOT 17&IN LOT 18,Lawrence Welk Ctr San Diego,   - ," $ 1,700.00 ",   - , - ,03/18/2026 08:00:00,
